,Ti,Te,phi_h,Rie,Rea,Ci,Ce,Ai,alpha_int,v1,y1,Ta,phi_s,phi_int,P0_scale
2025-02-13 23:30:00+01:00,295.5063323471436,295.4852711781627,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.14221837749402824,295.64855072463763,267.65144444444445,0.0,41.27,0.2857142857142857
2025-02-13 23:45:00+01:00,295.4436475456409,295.4590948530536,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.16824134324799253,295.61188888888887,267.4903333333333,0.0,40.73777777777778,0.2857142857142857
2025-02-14 00:00:00+01:00,295.4293183544795,295.41195417441025,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.11768164552045364,295.54699999999997,267.5424444444444,0.0,40.69111111111111,0.2857142857142857
2025-02-14 00:15:00+01:00,295.371453279241,295.38358272909056,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.09565783187009834,295.4671111111111,267.4505555555555,0.0,40.812222222222225,0.2857142857142857
2025-02-14 00:30:00+01:00,295.35276420485053,295.33838401550537,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.09723579514946643,295.45,267.34233333333333,0.0,41.352222222222224,0.2857142857142857
2025-02-14 00:45:00+01:00,295.29875499202996,295.3081810080304,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.10224500796999181,295.40099999999995,267.0472222222222,0.0,41.16222222222222,0.2857142857142857
2025-02-14 01:00:00+01:00,295.2760475568078,295.26405739192717,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.07617466541445236,295.3522222222222,266.84855555555555,0.0,41.05777777777778,0.2857142857142857
2025-02-14 01:15:00+01:00,295.22461555547693,295.2318539710901,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.09016222230079761,295.31477777777775,266.7471111111111,0.0,41.25555555555555,0.2857142857142857
2025-02-14 01:30:00+01:00,295.1986968632549,295.1886476110131,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.05330313674504186,295.25199999999995,266.68766666666664,0.0,41.24111111111111,0.2857142857142857
2025-02-14 01:45:00+01:00,295.14974659781575,295.1552295763407,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.08692006885087342,295.2366666666666,266.4872222222222,0.0,41.18888888888889,0.2857142857142857
2025-02-14 02:00:00+01:00,295.12123338271493,295.11274313275015,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.041433283951752706,295.16266666666667,266.26099999999997,0.0,41.035555555555554,0.2857142857142857
2025-02-14 02:15:00+01:00,295.0738567965428,295.07790489706224,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.030809870123801947,295.1046666666666,266.1668888888889,0.0,41.38666666666666,0.2857142857142857
2025-02-14 02:30:00+01:00,295.0431169227544,295.03588780640075,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.007660855023338166,295.05077777777774,266.25,0.0,41.13111111111111,0.2857142857142857
2025-02-14 02:45:00+01:00,294.9975179184429,295.0004384588765,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.027482081557070298,295.025,266.25,0.0,41.205555555555556,0.2857142857142857
2025-02-14 03:00:00+01:00,294.96548237961025,294.9592857186745,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.006037935165818032,294.95944444444444,266.21677777777774,0.0,41.14666666666667,0.2857142857142857
2025-02-14 03:15:00+01:00,294.92131856261335,294.92331573914424,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.024348104053249425,294.9456666666666,266.01655555555556,0.0,41.111111111111114,0.2857142857142857
2025-02-14 03:30:00+01:00,294.88783052283907,294.88244841117023,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.007052745061307469,294.8807777777778,265.7831111111111,0.0,41.92111111111111,0.2857142857142857
2025-02-14 03:45:00+01:00,294.8443283003522,294.8455456870426,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.005005032981165089,294.84933333333333,265.68188888888886,0.0,42.98111111111111,0.2857142857142857
2025-02-14 04:00:00+01:00,294.80961486958813,294.80488128541685,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.005385130411869974,294.815,265.6803333333333,0.0,42.27777777777778,0.2857142857142857
2025-02-14 04:15:00+01:00,294.7669727367036,294.7675999427635,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.01386162559253287,294.7531111111111,265.78388888888884,0.0,41.41111111111111,0.2857142857142857
2025-02-14 04:30:00+01:00,294.73158212584394,294.72741887691717,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,-0.01041787415602275,294.74199999999996,265.94822222222217,0.0,41.37,0.2857142857142857
2025-02-14 04:45:00+01:00,294.69009387705887,294.6902570836382,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.015204988170020507,294.67488888888886,266.21955555555553,0.3844444444444444,41.08,0.2857142857142857
2025-02-14 05:00:00+01:00,294.6549024817103,294.6511932513564,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.01623581504359732,294.63866666666667,266.49699999999996,0.6888888888888889,41.38111111111111,0.2857142857142857
2025-02-14 05:15:00+01:00,294.61513057434587,294.61491327008036,0.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.043130574345856966,294.572,266.63366666666667,0.19555555555555557,41.361111111111114,0.2857142857142857
2025-02-14 05:30:00+01:00,294.58006287850804,294.57675355730015,14.422222222222224,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.03139621184138595,294.54866666666663,266.81699999999995,0.04555555555555556,41.315555555555555,0.2857142857142857
2025-02-14 05:45:00+01:00,294.5424074777279,294.54171435786276,348.6,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.010296366616830057,294.5321111111111,266.95,0.05555555555555555,41.39333333333333,0.2857142857142857
2025-02-14 06:00:00+01:00,294.538160114176,294.5306313285044,850.9555555555555,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.06038233639821331,294.47777777777776,267.034,0.2611111111111111,41.55,0.2857142857142857
2025-02-14 06:15:00+01:00,294.5696579873924,294.5615018226027,1549.111111111111,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.06443576517023253,294.5052222222222,267.15,0.10666666666666667,41.35111111111111,0.2857142857142857
2025-02-14 06:30:00+01:00,294.6623798481521,294.6454043196791,1602.377777777778,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.11093540370768033,294.5514444444444,267.15,0.005555555555555556,41.49111111111111,0.2857142857142857
2025-02-14 06:45:00+01:00,294.7479558281753,294.73818234640856,1841.6444444444444,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.1667336059530877,294.5812222222222,267.24344444444444,0.2677777777777778,41.38666666666666,0.2857142857142857
2025-02-14 07:00:00+01:00,294.86445748505,294.8449770517938,1566.1444444444444,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.21312415171671775,294.6513333333333,267.42788888888884,0.35444444444444445,41.39888888888889,0.2857142857142857
2025-02-14 07:15:00+01:00,294.9437077526246,294.9366632700735,1502.2333333333333,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.20570775262459629,294.738,267.54999999999995,0.14555555555555555,40.89111111111111,0.2857142857142857
2025-02-14 07:30:00+01:00,295.0337525720776,295.01641618596244,1401.1333333333334,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.20008590541095242,294.83366666666666,267.58466666666664,0.7244444444444444,41.111111111111114,0.2857142857142857
2025-02-14 07:45:00+01:00,295.1012876141846,295.09452101632417,1269.6555555555556,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.19406539196242797,294.9072222222222,267.7313333333333,1.1655555555555555,41.44,0.2857142857142857
2025-02-14 08:00:00+01:00,295.171495059423,295.15698029897595,370.0,1.012006738451328e-05,0.05473629974325945,3389714.320064545,7939048.200488277,4.095652546442113,1.000000009068323,0.18271728164530485,294.9887777777777,267.8975555555555,2.5455555555555556,172.27444444444444,0.2857142857142857
