,Ti,Te,phi_h,Rie,Rea,Ci,Ce,Ai,alpha_int,v1,y1,Ta,phi_s,phi_int,P0_scale
2025-02-13 23:30:00+01:00,295.46649803309333,295.4367089841724,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.1820526915442942,295.64855072463763,267.65144444444445,0.0,41.27,0.21428571428571427
2025-02-13 23:45:00+01:00,295.3938818832737,295.4169776598713,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.21800700561516437,295.61188888888887,267.4903333333333,0.0,40.73777777777778,0.21428571428571427
2025-02-14 00:00:00+01:00,295.39437626321967,295.3704410733439,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.1526237367803078,295.54699999999997,267.5424444444444,0.0,40.69111111111111,0.21428571428571427
2025-02-14 00:15:00+01:00,295.32977586595854,295.347670824346,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.13733524515255682,295.4671111111111,267.4505555555555,0.0,40.812222222222225,0.21428571428571427
2025-02-14 00:30:00+01:00,295.32310174396406,295.3037929199986,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.12689825603595617,295.45,267.34233333333333,0.0,41.352222222222224,0.21428571428571427
2025-02-14 00:45:00+01:00,295.264804304365,295.2785623124961,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.13619569563494272,295.40099999999995,267.0472222222222,0.0,41.16222222222222,0.21428571428571427
2025-02-14 01:00:00+01:00,295.2520050453002,295.236336151076,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.10021717692201292,295.3522222222222,266.84855555555555,0.0,41.05777777777778,0.21428571428571427
2025-02-14 01:15:00+01:00,295.198197600277,295.20868083378383,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.11658017750074731,295.31477777777775,266.7471111111111,0.0,41.25555555555555,0.21428571428571427
2025-02-14 01:30:00+01:00,295.18057744162377,295.16779606275594,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.0714225583761823,295.25199999999995,266.68766666666664,0.0,41.24111111111111,0.21428571428571427
2025-02-14 01:45:00+01:00,295.13067364989917,295.13857735963796,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.10599301676745136,295.2366666666666,266.4872222222222,0.0,41.18888888888889,0.21428571428571427
2025-02-14 02:00:00+01:00,295.10923394291245,295.09872830009283,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.05343272375423315,295.16266666666667,266.26099999999997,0.0,41.035555555555554,0.21428571428571427
2025-02-14 02:15:00+01:00,295.06202177576375,295.06786927624034,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.042644890902854636,295.1046666666666,266.1668888888889,0.0,41.38666666666666,0.21428571428571427
2025-02-14 02:30:00+01:00,295.0374352663431,295.02873009983415,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.013342511434656822,295.05077777777774,266.25,0.0,41.13111111111111,0.21428571428571427
2025-02-14 02:45:00+01:00,294.9928013312226,294.9970523243092,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.032198668777383845,295.025,266.25,0.0,41.205555555555556,0.21428571428571427
2025-02-14 03:00:00+01:00,294.9661784578926,294.9589109772444,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.006734013448185803,294.95944444444444,266.21677777777774,0.0,41.14666666666667,0.21428571428571427
2025-02-14 03:15:00+01:00,294.92358507906584,294.9265611147117,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,-0.022081587600794813,294.9456666666666,266.01655555555556,0.0,41.111111111111114,0.21428571428571427
2025-02-14 03:30:00+01:00,294.8949828346799,294.88883417449256,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.014205056902149262,294.8807777777778,265.7831111111111,0.0,41.92111111111111,0.21428571428571427
2025-02-14 03:45:00+01:00,294.85355053303795,294.8554838230251,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.004217199704615065,294.84933333333333,265.68188888888886,0.0,42.98111111111111,0.21428571428571427
2025-02-14 04:00:00+01:00,294.823327788033,294.8180520314155,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.00832778803301023,294.815,265.6803333333333,0.0,42.27777777777778,0.21428571428571427
2025-02-14 04:15:00+01:00,294.7830954174755,294.7842439971507,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.02998430636446674,294.7531111111111,265.78388888888884,0.0,41.41111111111111,0.21428571428571427
2025-02-14 04:30:00+01:00,294.75187109893125,294.7473338881664,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.00987109893126485,294.74199999999996,265.94822222222217,0.0,41.37,0.21428571428571427
2025-02-14 04:45:00+01:00,294.7130108526837,294.71355012045603,0.0,1.1183124321909974e-05,0.056272321643454484,3215577.323293547,8863984.89924072,3.7826652287527693,0.9646257232261088,0.03812196379482457,294.67488888888886,266.21955555555553,0.3844444444444444,41.08,0.21428571428571427
